osmid,y,x,highway,street_count,vul,time-vul,time-all,ref,geometry
876560967,-23.2191028,-45.9103038,traffic_signals,4,-0.0016109074599465146,8937.68710899353,8941.765443086624,,POINT (-45.9103038 -23.2191028)
876561059,-23.2185167,-45.9106397,,3,-0.0011955395529952427,8937.68710899353,8941.765443086624,,POINT (-45.9106397 -23.2185167)
876561061,-23.2262819,-45.912146,,4,3.3791120949003636e-05,8937.68710899353,8941.765443086624,,POINT (-45.912146 -23.2262819)
878203360,-23.2317628,-45.9135159,,3,-0.0018621973929236913,8937.68710899353,8941.765443086624,,POINT (-45.9135159 -23.2317628)
878203514,-23.2291393,-45.9126734,,3,-0.0018621973929236913,8937.68710899353,8941.765443086624,,POINT (-45.9126734 -23.2291393)
884411098,-23.2058738,-45.9061609,traffic_signals,5,-0.0010762324037391997,8937.68710899353,8941.765443086624,,POINT (-45.9061609 -23.2058738)
934161191,-23.2238343,-45.8991355,,3,-0.0018621973929236913,8937.68710899353,8941.765443086624,,POINT (-45.8991355 -23.2238343)
934161195,-23.2238331,-45.8982195,,3,-0.0018621973929236913,8937.68710899353,8941.765443086624,,POINT (-45.8982195 -23.2238331)
934163157,-23.2236371,-45.9009728,,3,-0.0008112110181848239,8937.68710899353,8941.765443086624,,POINT (-45.9009728 -23.2236371)
943022725,-23.218965,-45.9107462,,3,-0.0006467196480953324,8937.68710899353,8941.765443086624,,POINT (-45.9107462 -23.218965)
943022745,-23.2185257,-45.9102396,,4,-0.0012773431668777514,8937.68710899353,8941.765443086624,,POINT (-45.9102396 -23.2185257)
943022798,-23.2262325,-45.9127171,,3,-0.0018621973929236913,8937.68710899353,8941.765443086624,,POINT (-45.9127171 -23.2262325)
945911418,-23.2251129,-45.9119206,traffic_signals,4,-0.00171813227493456,8937.68710899353,8941.765443086624,,POINT (-45.9119206 -23.2251129)
970047010,-23.2293837,-45.8844765,traffic_signals,4,-0.0013530034914663426,8937.68710899353,8941.765443086624,,POINT (-45.8844765 -23.2293837)
970047065,-23.2320334,-45.8927507,,3,-0.0016619388158378996,8937.68710899353,8941.765443086624,,POINT (-45.8927507 -23.2320334)
970047128,-23.229012,-45.8911766,traffic_signals,3,-0.0018621973929236913,8937.68710899353,8941.765443086624,,POINT (-45.8911766 -23.229012)
970047153,-23.2251407,-45.8857229,,3,-0.0017378447316267764,8937.68710899353,8941.765443086624,,POINT (-45.8857229 -23.2251407)
970047171,-23.2252522,-45.8858854,,4,-0.0016933172447082057,8937.68710899353,8941.765443086624,,POINT (-45.8858854 -23.2252522)
970353295,-23.2234026,-45.9123337,,3,-0.0018034432600609281,8937.68710899353,8941.765443086624,,POINT (-45.9123337 -23.2234026)
970353834,-23.2235225,-45.9116225,traffic_signals,4,-0.001085567318526728,8937.68710899353,8941.765443086624,,POINT (-45.9116225 -23.2235225)
970354164,-23.2250279,-45.9126312,,3,-0.0018621973929236913,8937.68710899353,8941.765443086624,,POINT (-45.9126312 -23.2250279)
970387137,-23.2221904,-45.8891946,traffic_signals,4,-0.0014046803157958458,8937.68710899353,8941.765443086624,,POINT (-45.8891946 -23.2221904)
1102127919,-23.2104235,-45.8893561,,3,-0.0018621973929236913,8937.68710899353,8941.765443086624,,POINT (-45.8893561 -23.2104235)
1102127925,-23.2141884,-45.8862346,,3,-0.0018621973929236913,8937.68710899353,8941.765443086624,,POINT (-45.8862346 -23.2141884)
1102127943,-23.2131002,-45.8864307,,4,-0.0018621973929236913,8937.68710899353,8941.765443086624,,POINT (-45.8864307 -23.2131002)
1102127944,-23.2095077,-45.8883745,,3,-0.0018621973929236913,8937.68710899353,8941.765443086624,,POINT (-45.8883745 -23.2095077)
1102127945,-23.2085438,-45.8873311,,3,-0.0018621973929236913,8937.68710899353,8941.765443086624,,POINT (-45.8873311 -23.2085438)
1102127950,-23.216962,-45.8831093,,3,-0.0018621973929236913,8937.68710899353,8941.765443086624,,POINT (-45.8831093 -23.216962)
1102127952,-23.2166521,-45.882432,,3,-0.0018621973929236913,8937.68710899353,8941.765443086624,,POINT (-45.882432 -23.2166521)
1102127957,-23.2089926,-45.8878137,,3,-0.0018621973929236913,8937.68710899353,8941.765443086624,,POINT (-45.8878137 -23.2089926)
1102127960,-23.2135545,-45.8869167,,4,-0.0018621973929236913,8937.68710899353,8941.765443086624,,POINT (-45.8869167 -23.2135545)
1102127967,-23.2161424,-45.8842107,,3,-0.0018621973929236913,8937.68710899353,8941.765443086624,,POINT (-45.8842107 -23.2161424)
1102127972,-23.2121923,-45.8854322,,4,-0.0018621973929236913,8937.68710899353,8941.765443086624,,POINT (-45.8854322 -23.2121923)
1102127996,-23.2167704,-45.8835109,,3,-0.0018621973929236913,8937.68710899353,8941.765443086624,,POINT (-45.8835109 -23.2167704)
1102128010,-23.2158295,-45.8844874,,4,-0.0018621973929236913,8937.68710899353,8941.765443086624,,POINT (-45.8844874 -23.2158295)
1102128028,-23.2116893,-45.8889712,,3,-0.0018621973929236913,8937.68710899353,8941.765443086624,,POINT (-45.8889712 -23.2116893)
1102128034,-23.2151479,-45.885213,,4,-0.0018621973929236913,8937.68710899353,8941.765443086624,,POINT (-45.885213 -23.2151479)
1102128035,-23.2119066,-45.8887402,,3,-0.0018621973929236913,8937.68710899353,8941.765443086624,,POINT (-45.8887402 -23.2119066)
1102128037,-23.2158435,-45.8819337,,3,-0.0018621973929236913,8937.68710899353,8941.765443086624,,POINT (-45.8819337 -23.2158435)
1102128041,-23.2126502,-45.8859325,,4,-0.0018621973929236913,8937.68710899353,8941.765443086624,,POINT (-45.8859325 -23.2126502)
1102845653,-23.2239868,-45.8891054,,3,-0.0018621973929236913,8937.68710899353,8941.765443086624,,POINT (-45.8891054 -23.2239868)
1102845655,-23.2237652,-45.8937763,mini_roundabout,3,-0.0018621973929236913,8937.68710899353,8941.765443086624,,POINT (-45.8937763 -23.2237652)
1102845656,-23.2232626,-45.8935438,,3,-0.0018621973929236913,8937.68710899353,8941.765443086624,,POINT (-45.8935438 -23.2232626)
1102845660,-23.2240436,-45.894329,,3,-0.0018621973929236913,8937.68710899353,8941.765443086624,,POINT (-45.894329 -23.2240436)
1102845666,-23.2258421,-45.8948422,,3,-0.0018621973929236913,8937.68710899353,8941.765443086624,,POINT (-45.8948422 -23.2258421)
1102845670,-23.2246035,-45.8947037,,3,-0.0018621973929236913,8937.68710899353,8941.765443086624,,POINT (-45.8947037 -23.2246035)
1102845672,-23.2286982,-45.892651,,3,-0.0018621973929236913,8937.68710899353,8941.765443086624,,POINT (-45.892651 -23.2286982)
1102845674,-23.2279232,-45.8882643,,3,-0.0018621973929236913,8937.68710899353,8941.765443086624,,POINT (-45.8882643 -23.2279232)
1102845676,-23.2262392,-45.8899221,,3,-0.0018621973929236913,8937.68710899353,8941.765443086624,,POINT (-45.8899221 -23.2262392)
